accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
JF498773	Burley, R.	06-Nov-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Corvus frugilegus	USNM:641305	608	3
JF498772	Burley, R.	06-Nov-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Corvus frugilegus	USNM:641306	652	2
JF498771	Letchman, H.	06-Nov-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Corvus frugilegus	USNM:641317	655	2
JF498770	Burley, R.	06-Nov-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Corvus frugilegus	USNM:641318	563	2
JF498768	Letchman, H.	06-Nov-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Corvus frugilegus	USNM:641320	655	3
JF498767	Letchman, H.	06-Nov-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Corvus frugilegus	USNM:641361	628	2
JF498766	Taylor, J. R.	12-Mar-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Corvus corone	USNM:641341	598	3
JF498765	Jones, D.	09-Oct-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Corvus corone	USNM:641313	608	2
JF498764	Burley, R.	10-Nov-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Corvus corone	USNM:641314	614	2
JF498763	Burley, R.	06-Nov-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Corvus corone	USNM:641315	657	2
JF498762	Ortiz, M. R.	01-May-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Coracias garrulus	USNM:641329	567	2
JF498761	Hayes, T.	20-Apr-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Columba livia	USNM:641344	647	2
JF498760	Pool, G.	26-Sep-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Chlidonias leucopterus	USNM:641311	632	2
JF498759	Burley, R.	26-Sep-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Chlidonias leucopterus	USNM:641312	566	2
JF498758	Jones, M. E.	13-Mar-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Caprimulgus aegyptius	USNM:641346	576	2
JF498757	Ortiz, M. R.	01-May-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Burhinus oedicnemus	USNM:641366	628	2
JF498756	Young, D. E.	14-Mar-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Anas crecca	USNM:641358	648	2
JF498755	Young, D. E.	14-Apr-2008	Iraq: Muhafazat Salah ad Din, Joint Base Balad		33.9403 N 44.3614 E	Actitis hypoleucos	USNM:641323	654	2
JF498910	C.J. Dove	18-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Zosterops japonicus	USNM:643529	669	2
JF498909	C.J. Dove	20-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Zosterops japonicus	USNM:643546	694	2
JF498908	C.J. Dove	21-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Zosterops japonicus	USNM:643560	694	2
JF498907	J.F. Whatton	27-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Hickham Air Force Base		21.3172 N 157.951 W	Zosterops japonicus	USNM:643361	694	2
JF498905	Keith Foo	12-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Marine Corps Air Station, Kaneohe Bay		21.4506 N 157.768 W	Tyto alba	USNM:643395	694	2
JF498904	Jay Carpio	25-Jan-2010	USA: Hawaii, Maui Island, Maui, Lahaina			Sula sula	USNM:643397	694	2
JF498903		01-Dec-2009	Pacific Ocean: North Pacific Ocean, Wake Atoll		19.30 N 166.633 E	Sula leucogaster	USNM:643400	694	2
JF498902	Peter Silva	18-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Streptopelia chinensis	USNM:643531	694	2
JF498901	Bert Erorita	18-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Kekaha, Pioneer Seed Company field			Streptopelia chinensis	USNM:643425	694	2
JF498900	John Cody	30-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Kapolei, Kalaeloa Airport		21.3072 N 158.07 W	Streptopelia chinensis	USNM:643389	694	2
JF498899	Matt klope	29-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Hickham Air Force Base		21.3172 N 157.951 W	Pycnonotus jocosus	USNM:643381	694	2
JF498898	Matt klope	29-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Hickham Air Force Base		21.3206 N 157.931 W	Pycnonotus jocosus	USNM:643450	694	2
JF498897	J.F. Whatton	27-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Hickham Air Force Base		21.3206 N 157.931 W	Pycnonotus cafer	USNM:643442	694	2
JF498896	Matt klope	29-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Honolulu International Airport		21.3206 N 157.931 W	Pycnonotus cafer	USNM:643446	683	2
JF498895		11-Dec-2009	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, Barking Sands, Major`s Bay			Ardenna pacifica	USNM:643456	694	2
JF498894	USDA	15-Oct-2004	USA: Hawaii, Kauai Island, Kauai, Lihue Airport		21.9761 N 159.339 W	Puffinus auricularis	USNM:643473	673	2
JF498893	USDA	10-Dec-2009	USA: Hawaii, Kauai Island, Kauai, Lihue Airport		21.9761 N 159.339 W	Puffinus auricularis	USNM:643474	692	2
JF498892	USDA	18-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Kalaheo, Monsanto Cornfield			Psittacula krameri	USNM:643549	678	3
JF498891	Bill Bulcoski	11-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Hanapepe		21.9164 N 159.59 W	Psittacula krameri	USNM:643554	694	2
JF498890	USDA	22-Dec-2009	USA: Hawaii, Oahu Island, Honolulu, Honolulu International Airport		21.3206 N 157.931 W	Pluvialis fulva	USNM:643467	694	2
JF498889	USDA	29-Oct-2009	USA: Hawaii, Kauai Island, Kauai, Lihue Airport		21.9761 N 159.339 W	Pluvialis fulva	USNM:643468	694	2
JF498888	USDA	17-Nov-2009	USA: Hawaii, Oahu Island, Honolulu, Honolulu International Airport		21.3206 N 157.931 W	Pluvialis fulva	USNM:643452	694	2
JF498887	USDA	02-Feb-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Phoebastria immutabilis	USNM:643575	694	2
JF498886	John Cody/Russell Komoda	11-Feb-2010	USA: Hawaii, Oahu Island, Honolulu, Dillingham Airfield			Phoebastria immutabilis	USNM:643358	694	2
JF498884	Peter Silva	17-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Paroaria coronata	USNM:643517	694	2
JF498883	C.J. Dove	18-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Paroaria coronata	USNM:643528	685	2
JF498882	C.J. Dove	19-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Paroaria coronata	USNM:643548	694	2
JF498881	USDA	09-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Honolulu International Airport		21.3206 N 157.931 W	Padda oryzivora	USNM:643480	694	2
JF498880	USDA	09-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Honolulu International Airport		21.3206 N 157.931 W	Padda oryzivora	USNM:643481	694	2
JF498879	USDA	23-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Honolulu International Airport		21.3206 N 157.931 W	Padda oryzivora	USNM:643484	694	2
JF498878	Matt klope	19-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Nycticorax nycticorax	USNM:643534	694	2
JF498877	Jim Whatton	19-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Nycticorax nycticorax	USNM:643536	669	2
JF498876	C.J. Dove	20-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Mimus polyglottos	USNM:643545	669	2
JF498875	J.F. Whatton	21-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Mimus polyglottos	USNM:643428	694	2
JF498874	J.F. Whatton	18-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Lonchura punctulata	USNM:643417	669	2
JF498873	C.J. Dove	21-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Lonchura punctulata	USNM:643561	694	2
JF498872	J.F. Whatton	19-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Lonchura punctulata	USNM:643564	694	2
JF498870	C.J. Dove	21-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Lonchura malacca	USNM:643563	694	2
JF498869	John Cody	29-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Honolulu International Airport		21.3206 N 157.931 W	Lonchura malacca	USNM:643387	675	2
JF498868	C.J. Dove	31-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Waimanalo, Bellows Air Force Station		21.3575 N 157.715 W	Leiothrix lutea	USNM:643392	694	3
JF498867	J.F. Whatton	31-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Waimanalo, Bellows Air Force Station		21.3575 N 157.715 W	Leiothrix lutea	USNM:643454	694	2
JF498866	J.F. Whatton	31-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Waimanalo, Bellows Air Force Station		21.3575 N 157.715 W	Leiothrix lutea	USNM:643394	694	2
JF498865	C.J. Dove	19-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Geopelia striata	USNM:643535	694	2
JF498864	Ceasar Trinidad	08-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Kalaheo, Monsanto Cornfield			Geopelia striata	USNM:643558	694	2
JF498863	J.F. Whatton	24-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Geopelia striata	USNM:643580	694	2
JF498862	Jason Shimauchi	17-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Gallus gallus	USNM:643516	694	2
JF498861	Peter Silva	17-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Gallus gallus	USNM:643413	694	2
JF498860	Peter Silva	18-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Gallus gallus	USNM:643542	669	2
JF498859	Jan Cook	23-Sep-2009	USA: Hawaii, Oahu Island, Honolulu, Kailua, Enchanted Lake			Gallinula galeata sandvicensis	USNM:643457	694	2
JF498858		15-Sep-2009	USA: Hawaii, Maui Island, Maui, Ukumehame			Fulica alai	USNM:643398	694	2
JF498857		28-Jan-2010	USA: Hawaii, Kauai Island, Kauai, Kauai Lagoons Golf Course			Fulica alai	USNM:643402	694	2
JF498856	USDA Biologist	26-Dec-2009	USA: Hawaii, Kauai Island, Kauai, Lihue Airport		21.9761 N 159.339 W	Fregata minor	USNM:643518	694	2
JF498855	Russell Komoda	10-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Kapolei, Kalaeloa Airport		21.3058 N 158.071 W	Francolinus pondicerianus	USNM:643463	693	2
JF498854	USDA	10-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Dillingham Airfield		59.0447 N 158.506 W	Francolinus pondicerianus	USNM:643369	694	2
JF498853	Ed Javier	10-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Dillingham Airfield		59.0447 N 158.506 W	Francolinus pondicerianus	USNM:643373	694	2
JF498852	Peter Silva	17-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Francolinus francolinus	USNM:643515	668	3
JF498851	Peter Silva	18-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Francolinus francolinus	USNM:643526	687	2
JF498850	Peter Silva	16-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Kekaha, Pioneer Seed Company field			Francolinus erckelii	USNM:643514	694	2
JF498849	Matt klope	23-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, Makaha Ridge, Koke`e State Park, Geophysical Observatory			Francolinus erckelii	USNM:643568	694	2
JF498848	C.J. Dove	27-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Hickham Air Force Base		21.3172 N 157.951 W	Estrilda astrild	USNM:643362	694	2
JF498847	J.F. Whatton	29-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Hickham Air Force Base		21.3206 N 157.931 W	Estrilda astrild	USNM:643448	694	2
JF498846	J.F. Whatton	29-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Hickham Air Force Base		21.3206 N 157.931 W	Estrilda astrild	USNM:643449	694	2
JF498845	C.J. Dove	20-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Kittacincla malabarica	USNM:643547	694	2
JF498844	Matt klope	21-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Kittacincla malabarica	USNM:643556	694	2
JF498843	C.J. Dove	24-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Kittacincla malabarica	USNM:643574	694	2
JF498842	Ceasar Trinidad	08-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Kalaheo, Monsanto Cornfield			Columba livia	USNM:643557	694	2
JF498841	J.F. Whatton	19-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Haemorhous mexicanus	USNM:643419	694	2
JF498839	C.J. Dove	27-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Hickham Air Force Base		21.3172 N 157.951 W	Haemorhous mexicanus	USNM:643359	694	2
JF498838	Matt klope	19-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Cardinalis cardinalis	USNM:643538	669	2
JF498837	Bert Erorita	11-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Kekaha, Pioneer Seed Company field			Cardinalis cardinalis	USNM:643553	694	2
JF498836	Matt klope	21-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Bubulcus ibis	USNM:643577	694	2
JF498835	Keith Foo	25-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Marine Corps Air Station, Kaneohe Bay			Bubulcus ibis	USNM:643441	694	2
JF498834	Jeremy Dawling	28-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Honolulu International Airport		21.3206 N 157.931 W	Bubulcus ibis	USNM:643443	694	2
JF498833	Debra Clark	29-Nov-2009	USA: Hawaii, Maui Island, Maui, Wailuku, Wailae Ave.			Branta sandvicensis	USNM:643399	675	3
JF498832	Jason Zito	25-Jan-2010	USA: Hawaii, Kauai Island, Kauai, Kilauea Point National Wildlife Refuge			Branta sandvicensis	USNM:643403	694	2
JF498830		15-Jun-2009	USA: Hawaii, Midway Atoll, Eastern Island		28.20 N 177.35 W	Anas laysanensis	USNM:643458	694	2
JF498829		19-Jun-2009	USA: Hawaii, Midway Atoll, Eastern Island		29.20 N 178.35 W	Anas laysanensis	USNM:643459	659	3
JF498828	J.F. Whatton	23-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, Makaha Ridge		22.1317 N 159.724 W	Alectoris chukar	USNM:643433	694	2
JF498827	J.F. Whatton	23-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, Makaha Ridge, Koke`e State Park, Geophysical Observatory			Alectoris chukar	USNM:643569	694	2
JF498826	Matt klope	23-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, Makaha Ridge, Koke`e State Park, Geophysical Observatory			Alectoris chukar	USNM:643570	694	2
JF498825	C.J. Dove	30-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Kapolei, Kalaeloa Airport		21.3072 N 158.07 W	Alauda arvensis	USNM:643453	694	2
JF498824	John Cody	30-Mar-2010	USA: Hawaii, Oahu Island, Honolulu, Kapolei, Kalaeloa Airport		21.3072 N 158.07 W	Alauda arvensis	USNM:643391	694	2
JF498823	Peter Silva	12-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Acridotheres tristis	USNM:643586	694	2
JF498822	Jason Shimauchi	19-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Acridotheres tristis	USNM:643421	669	2
JF498821	Matt klope	21-Mar-2010	USA: Hawaii, Kauai Island, Kauai, Pacific Missile Range Facility, North End, Barking Sands		22.0581 N 159.777 W	Acridotheres tristis	USNM:643578	694	2
EU541466	David J. Lohman	28-Apr-2007	Philippines: Quezon Province, Alabat Island	Rogelio V. Sison	14.1362 N 122.0207 E	Halcyon coromanda	PNM 19895	655	0
EU541464	Robert G. Moyle	20-Jan-2004	Malaysia: Sabah	Robert G. Moyle	6.2933 N 116.7081 E	Rhipidura javanica	Sabah Parks Headquarters	655	0
EU541462	David J. Lohman	27-Apr-2007	Philippines: Quezon Province, Alabat Island	Rogelio V. Sison	14.1362 N 122.0207 E	Erythropitta erythrogaster	PNM 19888	655	0
EU541461	John H. Rappole	29-Nov-1997	Myanmar: Sagaing Division, Shewbo District	John H. Rappole	23.52 N 95.48 E	Pericrocotus cinnamomeus	USNM 586572	655	0
EU541457	Steven M. Goodman	27-May-1989	Philippines: Romblon Prov., Sibuyan	Steven M. Goodman	12.4814 N 122.5225 E	Lalage nigra	FMNH 344979	655	0
EU541452	David J. Lohman	29-Apr-2007	Philippines: Quezon Province, Alabat Island	Rogelio V. Sison	14.1362 N 122.0207 E	Cyornis rufigastra	PNM 19902	655	0
EU541450	Dewi M. Prawiradilaga	04-Jun-2007	Indonesia: West Sumatra Prov.	Dewi M. Prawiradilaga	0.5537 S 100.3572 E	Arachnothera longirostra	MZB 30922	655	0
EU525592		26-Jul-1991	USA: Alaska, Bethel (CA), St Matthew Is., Bering Sea		60.4086 N 172.72 W	Uria lomvia	JP 3135	619	0
EU525591		22-Aug-1991	USA: Alaska		52.2607 N 173.343 W	Uria lomvia	JP 3364	900	0
EU525590	Baker, A J	13-Jun-1990	Canada: Newfoundland, Bay Bulls, Avalon Pen	Allan J. Baker	47.3167 N 52.8333 W	Uria aalge	AJB 5520	673	0
EU525589	Baker, A J	13-Jun-1990	Canada: Newfoundland, Bay Bulls, Avalon Pen	Allan J. Baker	47.3167 N 52.8333 W	Uria aalge	AJB 5519	675	0
EU525588	A. J. Baker	13-Jun-1990	Canada: Newfoundland		47.3165 N 52.8155 W	Uria aalge	AJB 5518	955	0
EU525587	Peck, M K	04-Dec-1996	Viet Nam: Ha Nam Ninh		20.2833 N 106.567 E	Tringa totanus	MKP 2775	880	0
EU525586	Peck, M K	03-Dec-1996	Viet Nam: Ha Nam Ninh		20.2833 N 106.567 E	Tringa totanus	MKP 2774	892	0
EU525585			Australia: Western Australia		19.1519 S 121.291 E	Tringa totanus	MKP 2240	730	0
EU525584	Peck, M K; Baker, A J	15-Jul-1992	Iceland		63.50 N 21.35 W	Tringa totanus	MKP 1570	844	0
EU525583	Peck, M K; Baker, A J	15-Jul-1992	Iceland		63.50 N 21.35 W	Tringa totanus	MKP 1568	892	0
EU525582	Peck, M K; Baker, A J	15-Jul-1992	Iceland		63.50 N 21.35 W	Tringa totanus	MKP 1567	861	0
EU525581	Peck, M K; Baker, A J	15-Jul-1992	Iceland		63.50 N 21.35 W	Tringa totanus	MKP 1572	892	0
EU525580	Peck, M K; Baker, A J	10-Mar-1988	USA: Florida		26.261 N 81.551 W	Tringa semipalmata	MKP 478	631	0
EU525579	Peck, M K; Baker, A J	10-Mar-1988	USA: Florida		26.261 N 81.551 W	Tringa semipalmata	MKP 477	900	0
EU525578	Peck, M K; Baker, A J	10-Mar-1988	USA: Florida		25.563 N 81.431 W	Tringa semipalmata	MKP 470	900	0
EU525577		12-Sep-2002	USA: Georgia		31.174 N 81.166 W	Tringa semipalmata	WILL2	900	0
EU525576		01-Jun-1987	Canada: Alberta			Tringa semipalmata	RCA 87-199	628	0
EU525575	Dick, J A	08-Jun-1982	Canada: Saskatchewan		49.18 N 109.30 W	Tringa semipalmata	JAD 7299	900	0
EU525574		19-May-2001	USA: New Jersey		39.023 N 75.08 W	Tringa semipalmata	W001	876	0
EU525573	Weltisn, R	01-Aug-1998	Netherlands		53.25 N 5.25 E	Tringa nebularia	1374069	878	0
EU525572	Peck, M K	21-Mar-1994	Australia: Western Australia		19.1519 S 121.291 E	Tringa nebularia	MKP 2184	892	0
EU525571		02-Apr-1994	Australia: Western Australia		19.4238 S 120.46 E	Tringa nebularia	SBB 026	652	0
EU525570	A. J. Baker, M.K. Peck	09-Dec-1991	Namibia		22.59 S 14.31 E	Tringa nebularia	MKP 1439	892	0
EU525569	A. J. Baker, M.K. Peck	09-Dec-1991	Namibia		22.59 S 14.31 E	Tringa nebularia	MKP 1440	892	0
EU525568	Strauch, J G, Jr	01-Jun-1985	USA: Alaska	Strauch, J. G, Jr		Tringa melanoleuca	JGS 1913	662	0
EU525567	Peck, M K; Baker, A J	26-Apr-1999	Brazil: Rio Grande do Sul		31.2419 S 51.064 W	Tringa melanoleuca	L50166	561	0
EU525566	Strauch, J G, Jr	03-Mar-1985	USA: Texas			Tringa melanoleuca	JGS 1633	900	0
EU525565	Dick, J A	07-Jul-1988	Canada: Ontario		51.22 N 80.27 W	Tringa melanoleuca	JAD 7513	657	0
EU525564		01-May-2000	Canada: Nunavut		53.00 N 81.20 W	Tringa melanoleuca	1B-3539	682	0
EU525563	Strauch, J G, Jr	01-May-1987	USA: Alaska			Tringa incana	JGS 2201	900	0
EU525562		01-May-1987	USA: Alaska			Tringa incana	JGS 2202	639	0
EU525561	Tomkovich, P	14-Jul-1995	Russia: Chukotskiy Avtonomnaya Okrug		64.90 N 176.217 E	Tringa glareola	T.glareola19	897	0
EU525560		26-Jun-1995	Finland: Lappi		69.24 N 25.50 E	Tringa glareola	MKP 2638	761	0
EU525559	A. J. Baker, M.K. Peck	13-Dec-1991	South Africa: Western Cape		29.53 S 31.00 E	Tringa glareola	MKP 1458	892	0
EU525558	A. J. Baker, M.K. Peck	11-Dec-1991	Namibia		22.59 S 14.31 E	Tringa glareola	MKP 1441	888	0
EU525557		28-May-1988	Canada: Alberta			Tringa flavipes	RCA 88-36	892	0
EU525556		28-May-1988	Canada: Alberta			Tringa flavipes	RCA 88-31	890	0
EU525555	Strauch, J G, Jr	24-Mar-1985	USA: Texas		29.34 N 94.2336 W	Tringa flavipes	JGS 1827	832	0
EU525554	Strauch, J G, Jr	22-Mar-1985	USA: Texas		29.34 N 94.32 W	Tringa flavipes	JGS 1770	890	0
EU525553	Strauch, J G, Jr	22-Mar-1985	USA: Texas		29.34 N 94.32 W	Tringa flavipes	JGS 1768	882	0
EU525552	Strauch, J G, Jr	20-Mar-1985	USA: Texas		29.34 N 94.32 W	Tringa flavipes	JGS 1634	892	0
EU525551	Nash, S V	01-Aug-1981	Canada: Ontario		51.30 N 80.27 W	Tringa flavipes	SVN 449	840	0
EU525550	A. J. Baker	23-Mar-1996	Australia: Western Australia		17.58 S 122.20 E	Tringa brevipes	AJB 6033	613	0
EU525549	Peck, M K	21-Mar-1994	Australia: Western Australia		19.152 S 121.291 E	Tringa brevipes	MKP 2178	613	0
EU525548	A. J. Baker	23-Mar-1996	Australia: Western Australia		17.58 S 122.20 E	Tringa brevipes	AJB 6042	640	0
EU525547			USA: Louisiana			Thalasseus sandvicensis	B-8458	806	0
EU525546			USA: Louisiana			Thalasseus sandvicensis	B-8445	801	0
EU525545	A. J. Baker	02-Apr-1997	Brazil: Rio Grande do Sul		31.242 S 51.064 W	Thalasseus sandvicensis	L34941	791	0
EU525544	A. J. Baker	15-Apr-1997	Brazil: Para		16.10 S 42.15 W	Thalasseus sandvicensis	G12328	737	0
EU525543			Mexico			Sterna elegans	B-5788	679	0
EU525542	Baker, A J	27-Jan-1983	India: Uttar Pradesh, Meerut	Allan J. Baker	29.10 N 77.7037 E	Sturnus pagodarum	AJB 3838	804	0
